unnamed: 0,job title,job type,company name,posted date,cities,states,stipend,start date,duration,numer of openings,late date to apply,combined_text
315,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,CITY MUNICIPAL COUNCIL JAMKHANDI,16-02-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,2.0,22-02-2024,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR CITY MUNICIPAL COUNCIL JAMKHANDI Jamkhandi Karnataka 5000 /month 2 Months"
316,SUPPORT TO STREET VENDORS,Full Time,CITY MUNICIPAL COUNCIL JAMKHANDI,16-02-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,2.0,22-02-2024,SUPPORT TO STREET VENDORS CITY MUNICIPAL COUNCIL JAMKHANDI Jamkhandi Karnataka 5000 /month 2 Months
317,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,CITY MUNICIPAL COUNCIL JAMKHANDI,16-02-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,2.0,22-02-2024,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE) CITY MUNICIPAL COUNCIL JAMKHANDI Jamkhandi Karnataka 5000 /month 2 Months
318,INTERSHIP UNDER DAY NULM,Full Time,Mysuru City Corporation,16-02-2024,Mysore,Karnataka,1600 /month,Immediately,3 Months,68.0,15-11-2024,INTERSHIP UNDER DAY NULM Mysuru City Corporation Mysore Karnataka 1600 /month 3 Months
319,INTERN FOR PMSVANIDHI AND STREET VENDORS,Full Time,K R NAGARA TMC,16-02-2024,Mysore,Karnataka,5000 /month,Immediately,12 Weeks,3.0,02-03-2024,INTERN FOR PMSVANIDHI AND STREET VENDORS K R NAGARA TMC Mysore Karnataka 5000 /month 12 Weeks
320,ENGAGEMENT OF INTERNS UNDER DAY-NULM,Part Time,TMC KONNUR,16-02-2024,Konnur,Karnataka,5000 /month,Immediately,3 Months,4.0,29-02-2024,ENGAGEMENT OF INTERNS UNDER DAY-NULM TMC KONNUR Konnur Karnataka 5000 /month 3 Months
321,INTERNSHIP FOR DEGREE STUDENTS UNDER DAYNULM,Part Time,Town Panchayath Mudigere,16-02-2024,Mudigere,Karnataka,5000 /month,Immediately,5 Months,1.0,29-02-2024,INTERNSHIP FOR DEGREE STUDENTS UNDER DAYNULM Town Panchayath Mudigere Mudigere Karnataka 5000 /month 5 Months
322,URBAN LEARNING INTERNSHIP PROGRAM,Full Time,"TOWN MUNICIPAL COUNCIL, MANVI",17-02-2024,Manvi,Karnataka,Unpaid,Immediately,3 Months,8.0,17-02-2024,"URBAN LEARNING INTERNSHIP PROGRAM TOWN MUNICIPAL COUNCIL, MANVI Manvi Karnataka Unpaid 3 Months"
323,DAYNULM INTERN,Part Time,Tmc Bangarpet,17-02-2024,Kolar,Karnataka,1660 /month,Immediately,3 Months,1.0,22-02-2024,DAYNULM INTERN Tmc Bangarpet Kolar Karnataka 1660 /month 3 Months
324,DAY-NULM,Part Time,Town Panchayath Vemagal-Kurugal,17-02-2024,Kolar,Karnataka,1660 /month,Immediately,3 Months,1.0,22-02-2024,DAY-NULM Town Panchayath Vemagal-Kurugal Kolar Karnataka 1660 /month 3 Months
325,SELF EMPLOYMENT PROGRAMME - INDIVIDUAL,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,14-06-2024,SELF EMPLOYMENT PROGRAMME - INDIVIDUAL City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
326,SHG BANK LINKAGE,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,14-06-2024,SHG BANK LINKAGE City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
327,SELF HELP GROUP,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,12-06-2024,SELF HELP GROUP City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
328,SUPPORT TO URBAN STREET VENDORS,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,14-06-2024,SUPPORT TO URBAN STREET VENDORS City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
329,SHELTER FOR URBAN HOMELESS,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,14-06-2024,SHELTER FOR URBAN HOMELESS City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
330,AREAL LEVEL FEDERATION,Part Time,City Municipal Council Bhadravathi,17-02-2024,Bhadravati,Karnataka,1666 /month,Immediately,3 Months,1.0,14-06-2024,AREAL LEVEL FEDERATION City Municipal Council Bhadravathi Bhadravati Karnataka 1666 /month 3 Months
331,DAY NULM ENTREPRENEURSHIPDEVELOPMENT,Full Time,TOWN PANCHAYAT SIDDAPUR,17-02-2024,Siddapur,Karnataka,1000 /month,Immediately,5 Months,1.0,07-04-2024,DAY NULM ENTREPRENEURSHIPDEVELOPMENT TOWN PANCHAYAT SIDDAPUR Siddapur Karnataka 1000 /month 5 Months
332,DAY-NULM,Part Time,Hubballi Dharwad Municipal Corporation,19-02-2024,Hubli,Karnataka,2500 /month,Immediately,2 Months,52.0,27-02-2024,DAY-NULM Hubballi Dharwad Municipal Corporation Hubli Karnataka 2500 /month 2 Months
333,DAYNULM INTERN,Full Time,CITY MUNICIPAL COUNCIL DODDABALLAPUR,19-02-2024,Doddaballapur,Karnataka,Unpaid,Immediately,3 Months,10.0,22-02-2024,DAYNULM INTERN CITY MUNICIPAL COUNCIL DODDABALLAPUR Doddaballapur Karnataka Unpaid 3 Months
334,SELF HELP GROUP SEP SUSV SMID,Full Time,Town Municipal Council Jewargi,19-02-2024,Jewargi,Karnataka,5000 /month,Immediately,45days,6.0,30-10-2024,SELF HELP GROUP SEP SUSV SMID Town Municipal Council Jewargi Jewargi Karnataka 5000 /month 45days
335,DAY NULM AND PMSVANIDHI,Full Time,CMC Chamarajanagara,19-02-2024,Chamrajnagar,Karnataka,2500 /month,Immediately,2 Months,8.0,31-10-2024,DAY NULM AND PMSVANIDHI CMC Chamarajanagara Chamrajnagar Karnataka 2500 /month 2 Months
336,DAYNULM INTERN,Part Time,Town Municipal Council Kustagi,19-02-2024,Kustagi,Karnataka,5000 /month,Immediately,3 Months,1.0,28-02-2024,DAYNULM INTERN Town Municipal Council Kustagi Kustagi Karnataka 5000 /month 3 Months
337,DAY-NULM/PM SVANIDHI INTERN,Part Time,Gundlupet Town Municipal council,20-02-2024,Chamrajnagar,Karnataka,2500 /month,Immediately,2 Months,3.0,15-03-2024,DAY-NULM/PM SVANIDHI INTERN Gundlupet Town Municipal council Chamrajnagar Karnataka 2500 /month 2 Months
338,DAYNULM INTERNS,Part Time,TP BILIGI,21-02-2024,Biligi,Karnataka,5000 /month,Immediately,3 Months,1.0,29-03-2024,DAYNULM INTERNS TP BILIGI Biligi Karnataka 5000 /month 3 Months
339,DAYNULM INTERN,Full Time,Town Municipal Council Indi,21-02-2024,Indi,Karnataka,1666 /month,Immediately,3 Months,4.0,29-02-2024,DAYNULM INTERN Town Municipal Council Indi Indi Karnataka 1666 /month 3 Months
340,DAY NULM INTERNS,Full Time,TP Sargur,22-02-2024,Mysore,Karnataka,1667 /month,Immediately,3 Months,1.0,11-07-2024,DAY NULM INTERNS TP Sargur Mysore Karnataka 1667 /month 3 Months
341,DAYNULM INTERN,Full Time,Town Panchayat Chadchan,22-02-2024,Vijayapura,Karnataka,1666 /month,Immediately,3 Months,1.0,01-03-2024,DAYNULM INTERN Town Panchayat Chadchan Vijayapura Karnataka 1666 /month 3 Months
342,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,TOWN PANCHAYATH ALUR,22-02-2024,Alur,Karnataka,5000 /month,Immediately,8 Weeks,2.0,30-04-2024,DEENDAYAL ANTYODAYA YOJANE NULM TOWN PANCHAYATH ALUR Alur Karnataka 5000 /month 8 Weeks
343,DAYNULM INTERN,Full Time,Town Municipal Council Talikote,22-02-2024,Talikote,Karnataka,1666 /month,Immediately,3 Months,2.0,01-03-2024,DAYNULM INTERN Town Municipal Council Talikote Talikote Karnataka 1666 /month 3 Months
344,DAYNULM INTERN,Full Time,Deparment Directorate of Muncipal Admistration,22-02-2024,Nalatawad,Karnataka,1667 /month,Immediately,3 Months,1.0,01-03-2024,DAYNULM INTERN Deparment Directorate of Muncipal Admistration Nalatawad Karnataka 1667 /month 3 Months
345,IMPROVED LIFE STYLE OF MEMBERS THROUGH SELF HELP GROUPS,Full Time,TMC Shiggaon,22-02-2024,Shiggaon,Karnataka,2500 /month,Immediately,2 Months,3.0,01-10-2024,IMPROVED LIFE STYLE OF MEMBERS THROUGH SELF HELP GROUPS TMC Shiggaon Shiggaon Karnataka 2500 /month 2 Months
346,DAY NULM AND PMSVANIDHI,Full Time,TMC Wadi,22-02-2024,Kalburgi,Karnataka,Unpaid,Immediately,3 Months,1.0,08-03-2024,DAY NULM AND PMSVANIDHI TMC Wadi Kalburgi Karnataka Unpaid 3 Months
347,DAY NULM AND PMSVANIDHI,Full Time,City Municipal Council Shahabad,22-02-2024,Shahabad,Karnataka,Unpaid,Immediately,3,6.0,27-02-2024,DAY NULM AND PMSVANIDHI City Municipal Council Shahabad Shahabad Karnataka Unpaid 3
348,DAY-NULM/PM SVANIDHI INTERN,Part Time,TOWN MUNICIPAL COUNCIL,22-02-2024,Chincholi,Karnataka,5000 /month,Immediately,3 Months,2.0,26-02-2024,DAY-NULM/PM SVANIDHI INTERN TOWN MUNICIPAL COUNCIL Chincholi Karnataka 5000 /month 3 Months
349,URBAN LEARNING INTERNSHIP PROGRAM,Full Time,Town Municipal Council Aland,22-02-2024,Aland,Karnataka,5000 /month,Immediately,6 Months,4.0,27-02-2024,URBAN LEARNING INTERNSHIP PROGRAM Town Municipal Council Aland Aland Karnataka 5000 /month 6 Months
350,URBAN LEARNING INTERNSHIP PROGRAM,Full Time,Town Municipal Council Afzalpur,23-02-2024,Afzalpur,Karnataka,5000 /month,Immediately,6 Months,3.0,05-03-2024,URBAN LEARNING INTERNSHIP PROGRAM Town Municipal Council Afzalpur Afzalpur Karnataka 5000 /month 6 Months
351,SKILL AND CAPACITY DEVELOPMENT INTERNSHIP,Full Time,TOWN MUNICIPAL COUNCIL HANAGAL,23-02-2024,Hangal,Karnataka,2500 /month,Immediately,2 Months,3.0,26-02-2024,SKILL AND CAPACITY DEVELOPMENT INTERNSHIP TOWN MUNICIPAL COUNCIL HANAGAL Hangal Karnataka 2500 /month 2 Months
352,DAYNULM INTERN,Part Time,TMC H.D.Kote,23-02-2024,Mysore,Karnataka,1667 /month,Immediately,3 Months,2.0,29-02-2024,DAYNULM INTERN TMC H.D.Kote Mysore Karnataka 1667 /month 3 Months
353,A STUDY ON PERFORMANCE OF WOMEN SHGS ISSUES AND CHALLENGES OF SELF HELP GROUPS,Part Time,City Municipal Council Haveri,23-02-2024,Haveri,Karnataka,2500 /month,Immediately,3 Months,6.0,06-09-2024,A STUDY ON PERFORMANCE OF WOMEN SHGS ISSUES AND CHALLENGES OF SELF HELP GROUPS City Municipal Council Haveri Haveri Karnataka 2500 /month 3 Months
354,DAY NULM INTERN,Full Time,TMC Mudebihal,23-02-2024,Muddebihal,Karnataka,1666 /month,Immediately,3 Months,3.0,02-03-2024,DAY NULM INTERN TMC Mudebihal Muddebihal Karnataka 1666 /month 3 Months
355,DAY NULM INTERN,Full Time,TOWN PANCHAYAT MANAGULI,26-02-2024,Managuli,Karnataka,1666 /month,Immediately,3 Months,2.0,05-03-2024,DAY NULM INTERN TOWN PANCHAYAT MANAGULI Managuli Karnataka 1666 /month 3 Months
356,INTERSHIP UNDER DAY NULM,Full Time,City Corporation Belagavi,27-02-2024,Belgaum,Karnataka,5000 /month,Immediately,3 Months,35.0,14-11-2024,INTERSHIP UNDER DAY NULM City Corporation Belagavi Belgaum Karnataka 5000 /month 3 Months
357,DAYNULM INTERN,Full Time,TMC TNARASIPURA,28-02-2024,T. Narsipur,Karnataka,1667 /month,Immediately,3 Months,3.0,07-06-2024,DAYNULM INTERN TMC TNARASIPURA T. Narsipur Karnataka 1667 /month 3 Months
358,DAY NULM AND PMSVANIDHI,Full Time,"City Municipal Council, Nanjangud",28-02-2024,Nanjangud,Karnataka,1666 /month,Immediately,3 Months,5.0,30-06-2024,"DAY NULM AND PMSVANIDHI City Municipal Council, Nanjangud Nanjangud Karnataka 1666 /month 3 Months"
359,DAYNULM INTERN,Full Time,TMC SINDAGI,29-02-2024,Sindagi,Karnataka,1666 /month,Immediately,3 Months,4.0,08-03-2024,DAYNULM INTERN TMC SINDAGI Sindagi Karnataka 1666 /month 3 Months
360,DAYNULM INTERN,Full Time,Town Municipal Council BasavanaBagewadi,29-02-2024,BasavanaBagewadi,Karnataka,1666 /month,Immediately,3 Months,3.0,08-03-2024,DAYNULM INTERN Town Municipal Council BasavanaBagewadi BasavanaBagewadi Karnataka 1666 /month 3 Months
361,DAYNULM INTERN,Full Time,Town Panchayat Nidagundi,01-03-2024,Nidagundi,Karnataka,1666 /month,Immediately,3 Months,1.0,03-07-2024,DAYNULM INTERN Town Panchayat Nidagundi Nidagundi Karnataka 1666 /month 3 Months
362,DAYNULM INTERN,Full Time,Town Panchayat Devarahipparagi,01-03-2024,Vijapura,Karnataka,1666 /month,Immediately,3 Months,1.0,11-03-2024,DAYNULM INTERN Town Panchayat Devarahipparagi Vijapura Karnataka 1666 /month 3 Months
363,DAYNULM INTERNS,Full Time,GADAG BETGAERI CITY MUNICIPAL COUNCIL,01-03-2024,Gadag,Karnataka,1666 /month,Immediately,12 Weeks,15.0,10-06-2024,DAYNULM INTERNS GADAG BETGAERI CITY MUNICIPAL COUNCIL Gadag Karnataka 1666 /month 12 Weeks
364,DAY NULM AND PMSVANIDHI,Part Time,Hubballi Dharwad Municipal Corporation,04-03-2024,Hubli,Karnataka,2500 /month,Immediately,2 Months,52.0,04-03-2024,DAY NULM AND PMSVANIDHI Hubballi Dharwad Municipal Corporation Hubli Karnataka 2500 /month 2 Months
365,DAY NULM INTERNS,Part Time,City Municipal council Kanakapura,04-03-2024,Kanakapura,Karnataka,5000 /month,Immediately,12 Weeks,8.0,19-03-2024,DAY NULM INTERNS City Municipal council Kanakapura Kanakapura Karnataka 5000 /month 12 Weeks
366,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,Town Panchayath Kanakagiri,05-03-2024,Kanakagiri,Karnataka,1667 /month,Immediately,3 Months,1.0,14-03-2024,DEENDAYAL ANTYODAYA YOJANE NULM Town Panchayath Kanakagiri Kanakagiri Karnataka 1667 /month 3 Months
367,DAY NULM AND PMSVANIDHI,Full Time,TMC Malur,06-03-2024,Malur,Karnataka,1650 /month,Immediately,3 Months,3.0,24-09-2024,DAY NULM AND PMSVANIDHI TMC Malur Malur Karnataka 1650 /month 3 Months
368,NULM INTERN,Full Time,CITY MUNICIPAL COUNCIL,14-03-2024,Ramanagara,Karnataka,5000 /month,Immediately,11 Months,11.0,28-03-2024,NULM INTERN CITY MUNICIPAL COUNCIL Ramanagara Karnataka 5000 /month 11 Months
369,DAYNULM INTERN,Full Time,Town Panchayath Arkalagudu,14-03-2024,Arkalgudu,Karnataka,1666 /month,Immediately,3 Months,1.0,14-03-2024,DAYNULM INTERN Town Panchayath Arkalagudu Arkalgudu Karnataka 1666 /month 3 Months
370,STUDENT INTERNSHIP,Part Time,Thirthahalli,15-03-2024,Shivamogga,Karnataka,1600 /month,Immediately,3 Months,1.0,15-03-2024,STUDENT INTERNSHIP Thirthahalli Shivamogga Karnataka 1600 /month 3 Months
371,STUDENT INTERNSHIP,Full Time,Thirthahalli,15-03-2024,Shivamogga,Karnataka,1600 /month,Immediately,3 Months,1.0,15-03-2024,STUDENT INTERNSHIP Thirthahalli Shivamogga Karnataka 1600 /month 3 Months
372,DAY NULM,Full Time,Town Panchayat Alnavar,15-03-2024,Dharwad,Karnataka,2500 /month,Immediately,2 Months,3.0,15-07-2024,DAY NULM Town Panchayat Alnavar Dharwad Karnataka 2500 /month 2 Months
373,52,Part Time,Hubballi Dharwad Municipal Corporation,15-03-2024,Hubli,Karnataka,2500 /month,Immediately,2 Months,52.0,15-03-2024,52 Hubballi Dharwad Municipal Corporation Hubli Karnataka 2500 /month 2 Months
374,EFFECTIVENESS OF SHELTER FOR URBAN HOMELESS,Full Time,BRUHAT BENGALURU MAHANAGARA PALIKE,15-03-2024,Bangalore Urban,Karnataka,5000 /month,Immediately,2 Months,12.0,08-10-2024,EFFECTIVENESS OF SHELTER FOR URBAN HOMELESS BRUHAT BENGALURU MAHANAGARA PALIKE Bangalore Urban Karnataka 5000 /month 2 Months
375,DAYNULM INTERN,Full Time,TOWN PANCHAYAT KUNDAGOL,15-03-2024,Kundgol,Karnataka,Unpaid,Immediately,3 Months,2.0,20-03-2024,DAYNULM INTERN TOWN PANCHAYAT KUNDAGOL Kundgol Karnataka Unpaid 3 Months
376,SKILL AND CAPACITY DEVELOPMENT INTERNSHIP,Part Time,Town Panchayat Kerur,15-03-2024,Kerur,Karnataka,3000 /month,Immediately,6 Months,2.0,29-03-2024,SKILL AND CAPACITY DEVELOPMENT INTERNSHIP Town Panchayat Kerur Kerur Karnataka 3000 /month 6 Months
377,DAYNULM INTERNS,Full Time,Shivamogga City Corporation,15-03-2024,Shivamogga,Karnataka,1666 /month,Immediately,3 Months,29.0,05-04-2024,DAYNULM INTERNS Shivamogga City Corporation Shivamogga Karnataka 1666 /month 3 Months
378,DAY-NULM,Full Time,Town Municipal Council Hadagali,15-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,22-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
379,DAY-NULM,Full Time,TMC Belur,15-03-2024,Belur,Karnataka,5000 /month,Immediately,6 Months,2.0,22-03-2024,DAY-NULM TMC Belur Belur Karnataka 5000 /month 6 Months
380,DAY-NULM,Part Time,Town Municipal Council Hadagali,15-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,15-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
381,DAY-NULM,Full Time,Town Municipal Council Hadagali,15-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,15-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
382,PROMOTE TRADITIONAL CRAFTS AND ARTISANAL  SKILLS THROUGH INNOVATIVE METHOD,Full Time,BRUHAT BENGALURU MAHANAGARA PALIKE,16-03-2024,Bangalore Urban,Karnataka,5000 /month,Immediately,2 Months,12.0,08-10-2024,PROMOTE TRADITIONAL CRAFTS AND ARTISANAL  SKILLS THROUGH INNOVATIVE METHOD BRUHAT BENGALURU MAHANAGARA PALIKE Bangalore Urban Karnataka 5000 /month 2 Months
383,DAY-NULM,Part Time,TOWN PANCHAYATH KOTTUR,16-03-2024,Kottur,Karnataka,2500 /month,Immediately,Months,2.0,16-03-2024,DAY-NULM TOWN PANCHAYATH KOTTUR Kottur Karnataka 2500 /month Months
384,DAY-NULM,Full Time,Town Municipal Council Hadagali,16-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,16-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
385,INNOVATIVE METHODS TO PROMOTE WOMEN SHG PRODUCTS,Full Time,BRUHAT BENGALURU MAHANAGARA PALIKE,16-03-2024,Bangalore Urban,Karnataka,5000 /month,Immediately,2 Months,12.0,08-10-2024,INNOVATIVE METHODS TO PROMOTE WOMEN SHG PRODUCTS BRUHAT BENGALURU MAHANAGARA PALIKE Bangalore Urban Karnataka 5000 /month 2 Months
386,DAY-NULM,Part Time,Town Municipal Council Hadagali,16-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,16-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
387,A STUDY ON SHGS INVOLVED IN DIFFERENT CATEGORIES OF,Part Time,BRUHAT BENGALURU MAHANAGARA PALIKE,16-03-2024,Bangalore Urban,Karnataka,5000 /month,Immediately,2 Months,10.0,22-03-2024,A STUDY ON SHGS INVOLVED IN DIFFERENT CATEGORIES OF BRUHAT BENGALURU MAHANAGARA PALIKE Bangalore Urban Karnataka 5000 /month 2 Months
388,DAY-NULM,Full Time,TMC Annigeri,16-03-2024,Annigeri,Karnataka,Unpaid,Immediately,3 Months,3.0,16-03-2024,DAY-NULM TMC Annigeri Annigeri Karnataka Unpaid 3 Months
389,INTERN IN THE URBAN LEARNING INTERSHIP PROGRAMME,Full Time,"Town Panchayat, Mariyammanahalli",16-03-2024,Hospet,Karnataka,2500 /month,Immediately,2 Months,2.0,25-03-2024,"INTERN IN THE URBAN LEARNING INTERSHIP PROGRAMME Town Panchayat, Mariyammanahalli Hospet Karnataka 2500 /month 2 Months"
390,DAY-NULM,Full Time,Town Municipal Council Hadagali,16-03-2024,Huvinahadagali,Karnataka,2500 /month,Immediately,2 Months,3.0,23-03-2024,DAY-NULM Town Municipal Council Hadagali Huvinahadagali Karnataka 2500 /month 2 Months
391,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,TOWN MUNICIPAL COUNCIL MAHALINGPUR,16-03-2024,Mahalingapura,Karnataka,5000 /month,Immediately,2 Months,5.0,16-03-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION TOWN MUNICIPAL COUNCIL MAHALINGPUR Mahalingapura Karnataka 5000 /month 2 Months
392,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,TOWN MUNICIPAL COUNCIL MAHALINGPUR,16-03-2024,Mahalingapura,Karnataka,5000 /month,Immediately,2 Months,5.0,16-03-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION TOWN MUNICIPAL COUNCIL MAHALINGPUR Mahalingapura Karnataka 5000 /month 2 Months
393,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,TOWN MUNICIPAL COUNCIL MAHALINGPUR,16-03-2024,Mahalingapura,Karnataka,5000 /month,Immediately,2 Months,5.0,16-03-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION TOWN MUNICIPAL COUNCIL MAHALINGPUR Mahalingapura Karnataka 5000 /month 2 Months
394,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,TOWN MUNICIPAL COUNCIL MAHALINGPUR,16-03-2024,Mahalingapura,Karnataka,5000 /month,Immediately,2 Months,5.0,16-03-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION TOWN MUNICIPAL COUNCIL MAHALINGPUR Mahalingapura Karnataka 5000 /month 2 Months
395,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,TOWN MUNICIPAL COUNCIL MAHALINGPUR,16-03-2024,Mahalingapura,Karnataka,5000 /month,Immediately,2 Months,5.0,16-03-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION TOWN MUNICIPAL COUNCIL MAHALINGPUR Mahalingapura Karnataka 5000 /month 2 Months
396,PMSVANIDHI AND DAYNULM INTERN,Part Time,Town Panchayat Saligrama,16-03-2024,Udipi,Karnataka,2500 /month,Immediately,2 Months,1.0,13-05-2024,PMSVANIDHI AND DAYNULM INTERN Town Panchayat Saligrama Udipi Karnataka 2500 /month 2 Months
397,DAY-NULM,Full Time,TOWN PANCHAYATH KUDLIGI,16-03-2024,Kudligi,Karnataka,2500 /month,Immediately,2 Months,2.0,20-03-2024,DAY-NULM TOWN PANCHAYATH KUDLIGI Kudligi Karnataka 2500 /month 2 Months
398,DAY-NULM,Part Time,TOWN PANCHAYATH KOTTUR,16-03-2024,Kottur,Karnataka,2500 /month,Immediately,2 Months,2.0,17-03-2024,DAY-NULM TOWN PANCHAYATH KOTTUR Kottur Karnataka 2500 /month 2 Months
399,DAY-NULM/PM SVANIDHI INTERN,Part Time,Hubballi Dharwad Municipal Corporation,16-03-2024,Hubli,Karnataka,2500 /month,Immediately,2 Months,52.0,16-03-2024,DAY-NULM/PM SVANIDHI INTERN Hubballi Dharwad Municipal Corporation Hubli Karnataka 2500 /month 2 Months
400,DAY NULM,Full Time,City Municipal Council,16-03-2024,Hospet,Karnataka,2500 /month,Immediately,2 Months,17.0,16-03-2024,DAY NULM City Municipal Council Hospet Karnataka 2500 /month 2 Months
401,DAYNULM,Full Time,City Municipal Council,16-03-2024,Hospet,Karnataka,2500 /month,Immediately,2 Months,17.0,16-03-2024,DAYNULM City Municipal Council Hospet Karnataka 2500 /month 2 Months
402,DAYNULM INTERNS,Full Time,TOWN MUNICIPAL COUNCIL HAGARIBOMMANAHALLI,16-03-2024,H.B.Halli,Karnataka,2500 /month,Immediately,2 Months,3.0,02-04-2024,DAYNULM INTERNS TOWN MUNICIPAL COUNCIL HAGARIBOMMANAHALLI H.B.Halli Karnataka 2500 /month 2 Months
403,DAY-NULM,Full Time,TOWN PANCHAYAT KALAGHATAGI,16-03-2024,Kalghatagi,Karnataka,Unpaid,Immediately,3 Months,2.0,16-03-2024,DAY-NULM TOWN PANCHAYAT KALAGHATAGI Kalghatagi Karnataka Unpaid 3 Months
404,DAY-NULM,Part Time,TOWN PANCHAYATH KOTTUR,16-03-2024,Kottur,Karnataka,2500 /month,Immediately,2 Months,2.0,16-03-2024,DAY-NULM TOWN PANCHAYATH KOTTUR Kottur Karnataka 2500 /month 2 Months
405,DAY-NULM,Full Time,TOWN PANCHAYATH KUDLIGI,16-03-2024,Kudligi,Karnataka,2500 /month,Immediately,2 Months,2.0,17-03-2024,DAY-NULM TOWN PANCHAYATH KUDLIGI Kudligi Karnataka 2500 /month 2 Months
406,DAY-NULM,Part Time,TOWN PANCHAYATH KOTTUR,16-03-2024,Kottur,Karnataka,2500 /month,Immediately,2 Months,2.0,16-03-2024,DAY-NULM TOWN PANCHAYATH KOTTUR Kottur Karnataka 2500 /month 2 Months
407,PM SVANIDHI,Part Time,TOWN PANCHAYATH KOTTUR,16-03-2024,Kottur,Karnataka,2500 /month,Immediately,2 Months,2.0,16-03-2024,PM SVANIDHI TOWN PANCHAYATH KOTTUR Kottur Karnataka 2500 /month 2 Months
408,DAY NULM,Part Time,TOWN PANCHAYATH KUDLIGI,16-03-2024,Kudligi,Karnataka,2500 /month,Immediately,2 Months,2.0,16-03-2024,DAY NULM TOWN PANCHAYATH KUDLIGI Kudligi Karnataka 2500 /month 2 Months
409,DAY-NULM,Full Time,"Town Panchayat, Mariyammanahalli",17-03-2024,Hospet,Karnataka,2500 /month,Immediately,2 Months,2.0,25-03-2024,"DAY-NULM Town Panchayat, Mariyammanahalli Hospet Karnataka 2500 /month 2 Months"
410,DAY-NULM,Full Time,"Town Panchayat, Mariyammanahalli",17-03-2024,Hospet,Karnataka,2500 /month,Immediately,2 Months,2.0,25-03-2024,"DAY-NULM Town Panchayat, Mariyammanahalli Hospet Karnataka 2500 /month 2 Months"
